Property Name,Visits,Values Accumulated,Trial Number,Position Number 
Go_to_jail,130,130,5602,30
Electric_company,156,12480,5603,12
Second_community_chest,120,120,5604,17
Fenchchurch_station,158,39500,5605,25
Bond_street,132,36960,5606,34
White_chapel,127,5080,5607,3
First_chance,122,122,5608,7
Electric_company,157,12560,5609,12
Fleet_street,157,28260,5610,23
Fenchchurch_station,159,39750,5611,25
Third_chance,129,129,5612,36
The_angel_islington,145,8700,5613,6
Pentoville,143,11440,5614,9
Northhumber,138,16560,5615,14
Fleet_street,158,28440,5616,23
Fenchchurch_station,160,40000,5617,25
Bond_street,133,37240,5618,34
Income_Tax,134,268000,5619,4
Pall_mall,131,13100,5620,11
Marlborough_street,144,20160,5621,18
Go_to_jail,131,131,5622,30
Second_chance,169,169,5623,22
Picadilly,135,32400,5624,29
Go,131,131,5625,0
Income_Tax,135,270000,5626,4
Electric_company,158,12640,5627,12
Second_chance,170,170,5628,22
Fenchchurch_station,161,40250,5629,25
Conventry_street,154,33880,5630,27
Oxford_street,145,37700,5631,32
White_chapel,128,5120,5632,3
Pall_mall,132,13200,5633,11
Bow_street,154,21560,5634,16
Second_chance,171,171,5635,22
Picadilly,136,32640,5636,29
Go,132,132,5637,0
Pentoville,144,11520,5638,9
Bow_street,155,21700,5639,16
leicester_square,153,33660,5640,26
Picadilly,137,32880,5641,29
Regent_street,165,42900,5642,31
Supertax,141,141000,5643,38
Just_visiting,124,124,5644,10
Vine_street,150,24000,5645,19
Conventry_street,155,34100,5646,27
Go_to_jail,132,132,5647,30
Bow_street,156,21840,5648,16
Fenchchurch_station,162,40500,5649,25
Water_works,159,12720,5650,28
Regent_street,166,43160,5651,31
Parklane,133,46550,5652,37
First_community_chest,126,126,5653,2
Pentoville,145,11600,5654,9
Bow_street,157,21980,5655,16
Strand,163,29340,5656,21
Regent_street,167,43420,5657,31
Old_kent,124,2480,5658,1
Just_visiting,125,125,5659,10
Strand,164,29520,5660,21
Fenchchurch_station,163,40750,5661,25
Third_community_chest,140,140,5662,33
Income_Tax,136,272000,5663,4
First_chance,123,123,5664,7
Northhumber,139,16680,5665,14
Marlborough_street,145,20300,5666,18
Transfalgar_square,135,27000,5667,24
Oxford_street,146,37960,5668,32
Supertax,142,142000,5669,38
Pentoville,146,11680,5670,9
Marlborough_street,146,20440,5671,18
Transfalgar_square,136,27200,5672,24
Water_works,160,12800,5673,28
Third_community_chest,141,141,5674,33
Income_Tax,137,274000,5675,4
Just_visiting,126,126,5676,10
White_hall,145,14500,5677,13
Strand,165,29700,5678,21
Transfalgar_square,137,27400,5679,24
Liverpool_station,128,32000,5680,35
The_angel_islington,146,8760,5681,6
Bow_street,158,22120,5682,16
Water_works,161,12880,5683,28
Go_to_jail,133,133,5684,30
Electric_company,159,12720,5685,12
Transfalgar_square,138,27600,5686,24
Oxford_street,147,38220,5687,32
Go,133,133,5688,0
Pentoville,147,11760,5689,9
Maryleborne_station,132,33000,5690,15
Second_community_chest,121,121,5691,17
Free_parking,164,164,5692,20
Fenchchurch_station,164,41000,5693,25
Picadilly,138,33120,5694,29
Bond_street,134,37520,5695,34
Supertax,143,143000,5696,38
Go,134,134,5697,0
First_community_chest,127,127,5698,2
Just_visiting,127,127,5699,10
Vine_street,151,24160,5700,19
Water_works,162,12960,5701,28
Mayfair,135,67500,5702,39
Pentoville,148,11840,5703,9
Bow_street,159,22260,5704,16
Water_works,163,13040,5705,28
Supertax,144,144000,5706,38
Pentoville,149,11920,5707,9
Free_parking,165,165,5708,20
Transfalgar_square,139,27800,5709,24
Bond_street,135,37800,5710,34
Parklane,134,46900,5711,37
Pentoville,150,12000,5712,9
White_hall,146,14600,5713,13
Marlborough_street,147,20580,5714,18
Go_to_jail,134,134,5715,30
Second_chance,172,172,5716,22
Go_to_jail,135,135,5717,30
Vine_street,152,24320,5718,19
Go_to_jail,136,136,5719,30
Strand,166,29880,5720,21
Regent_street,168,43680,5721,31
Bond_street,136,38080,5722,34
Old_kent,125,2500,5723,1
First_chance,124,124,5724,7
Pall_mall,133,13300,5725,11
Second_community_chest,122,122,5726,17
Picadilly,139,33360,5727,29
Parklane,135,47250,5728,37
Income_Tax,138,276000,5729,4
Pentoville,151,12080,5730,9
Pall_mall,134,13400,5731,11
Second_community_chest,123,123,5732,17
Second_chance,173,173,5733,22
Go_to_jail,137,137,5734,30
Strand,167,30060,5735,21
Picadilly,140,33600,5736,29
Regent_street,169,43940,5737,31
Old_kent,126,2520,5738,1
Income_Tax,139,278000,5739,4
The_angel_islington,147,8820,5740,6
Pentoville,152,12160,5741,9
Second_community_chest,124,124,5742,17
leicester_square,154,33880,5743,26
Picadilly,141,33840,5744,29
Mayfair,136,68000,5745,39
Pentoville,153,12240,5746,9
Marlborough_street,148,20720,5747,18
Picadilly,142,34080,5748,29
Old_kent,127,2540,5749,1
Euston,132,7920,5750,8
Vine_street,153,24480,5751,19
Water_works,164,13120,5752,28
Mayfair,137,68500,5753,39
Pall_mall,135,13500,5754,11
Maryleborne_station,133,33250,5755,15
Transfalgar_square,140,28000,5756,24
Go_to_jail,138,138,5757,30
Bow_street,160,22400,5758,16
Fleet_street,159,28620,5759,23
Liverpool_station,129,32250,5760,35
Supertax,145,145000,5761,38
The_angel_islington,148,8880,5762,6
Just_visiting,128,128,5763,10
Electric_company,160,12800,5764,12
Second_chance,174,174,5765,22
leicester_square,155,34100,5766,26
Oxford_street,148,38480,5767,32
Go,135,135,5768,0
First_community_chest,128,128,5769,2
Northhumber,140,16800,5770,14
Transfalgar_square,141,28200,5771,24
Go_to_jail,139,139,5772,30
Bow_street,161,22540,5773,16
Water_works,165,13200,5774,28
Oxford_street,149,38740,5775,32
Income_Tax,140,280000,5776,4
White_hall,147,14700,5777,13
Transfalgar_square,142,28400,5778,24
Conventry_street,156,34320,5779,27
Parklane,136,47600,5780,37
White_chapel,129,5160,5781,3
Pentoville,154,12320,5782,9
Maryleborne_station,134,33500,5783,15
Transfalgar_square,143,28600,5784,24
Water_works,166,13280,5785,28
Mayfair,138,69000,5786,39
The_angel_islington,149,8940,5787,6
Pentoville,155,12400,5788,9
Northhumber,141,16920,5789,14
Second_community_chest,125,125,5790,17
Conventry_street,157,34540,5791,27
Picadilly,143,34320,5792,29
Old_kent,128,2560,5793,1
The_angel_islington,150,9000,5794,6
Pall_mall,136,13600,5795,11
Second_community_chest,126,126,5796,17
Fenchchurch_station,165,41250,5797,25
Bond_street,137,38360,5798,34
Supertax,146,146000,5799,38
King_cross_station,139,34750,5800,5
Euston,133,7980,5801,8
Just_visiting,129,129,5802,10
Second_community_chest,127,127,5803,17
Strand,168,30240,5804,21
Third_community_chest,142,142,5805,33
First_community_chest,129,129,5806,2
King_cross_station,140,35000,5807,5
Electric_company,161,12880,5808,12
Vine_street,154,24640,5809,19
Conventry_street,158,34760,5810,27
Parklane,137,47950,5811,37
Old_kent,129,2580,5812,1
First_chance,125,125,5813,7
White_hall,148,14800,5814,13
Bow_street,162,22680,5815,16
leicester_square,156,34320,5816,26
Oxford_street,150,39000,5817,32
Liverpool_station,130,32500,5818,35
Go,136,136,5819,0
Electric_company,162,12960,5820,12
Marlborough_street,149,20860,5821,18
Second_chance,175,175,5822,22
Regent_street,170,44200,5823,31
Liverpool_station,131,32750,5824,35
Income_Tax,141,282000,5825,4
Pentoville,156,12480,5826,9
White_hall,149,14900,5827,13
Second_chance,176,176,5828,22
Bond_street,138,38640,5829,34
Third_chance,130,130,5830,36
Supertax,147,147000,5831,38
White_chapel,130,5200,5832,3
King_cross_station,141,35250,5833,5
Pall_mall,137,13700,5834,11
Bow_street,163,22820,5835,16
Conventry_street,159,34980,5836,27
Third_community_chest,143,143,5837,33
King_cross_station,142,35500,5838,5
Maryleborne_station,135,33750,5839,15
Vine_street,155,24800,5840,19
Second_chance,177,177,5841,22
Regent_street,171,44460,5842,31
Bond_street,139,38920,5843,34
Parklane,138,48300,5844,37
King_cross_station,143,35750,5845,5
Electric_company,163,13040,5846,12
Marlborough_street,150,21000,5847,18
Fleet_street,160,28800,5848,23
Oxford_street,151,39260,5849,32
Mayfair,139,69500,5850,39
The_angel_islington,151,9060,5851,6
Just_visiting,130,130,5852,10
Strand,169,30420,5853,21
Third_community_chest,144,144,5854,33
Third_chance,131,131,5855,36
Mayfair,140,70000,5856,39
Old_kent,130,2600,5857,1
Euston,134,8040,5858,8
Maryleborne_station,136,34000,5859,15
Second_community_chest,128,128,5860,17
Picadilly,144,34560,5861,29
Old_kent,131,2620,5862,1
Pall_mall,138,13800,5863,11
Northhumber,142,17040,5864,14
Free_parking,166,166,5865,20
Second_chance,178,178,5866,22
Water_works,167,13360,5867,28
Bond_street,140,39200,5868,34
Parklane,139,48650,5869,37
White_chapel,131,5240,5870,3
First_chance,126,126,5871,7
Northhumber,143,17160,5872,14
Fleet_street,161,28980,5873,23
Regent_street,172,44720,5874,31
Liverpool_station,132,33000,5875,35
Old_kent,132,2640,5876,1
White_hall,150,15000,5877,13
Free_parking,167,167,5878,20
Fenchchurch_station,166,41500,5879,25
Bond_street,141,39480,5880,34
Income_Tax,142,284000,5881,4
White_hall,151,15100,5882,13
Vine_street,156,24960,5883,19
Transfalgar_square,144,28800,5884,24
Oxford_street,152,39520,5885,32
Income_Tax,143,286000,5886,4
Just_visiting,131,131,5887,10
Vine_street,157,25120,5888,19
Strand,170,30600,5889,21
leicester_square,157,34540,5890,26
Regent_street,173,44980,5891,31
Supertax,148,148000,5892,38
The_angel_islington,152,9120,5893,6
Maryleborne_station,137,34250,5894,15
Fenchchurch_station,167,41750,5895,25
Conventry_street,160,35200,5896,27
Liverpool_station,133,33250,5897,35
Parklane,140,49000,5898,37
Mayfair,141,70500,5899,39
The_angel_islington,153,9180,5900,6
Euston,135,8100,5901,8
White_hall,152,15200,5902,13
Strand,171,30780,5903,21
Go_to_jail,140,140,5904,30
Vine_street,158,25280,5905,19
Conventry_street,161,35420,5906,27
Bond_street,142,39760,5907,34
Income_Tax,144,288000,5908,4
Electric_company,164,13120,5909,12
Maryleborne_station,138,34500,5910,15
Transfalgar_square,145,29000,5911,24
Liverpool_station,134,33500,5912,35
Income_Tax,145,290000,5913,4
Bow_street,164,22960,5914,16
Transfalgar_square,146,29200,5915,24
Liverpool_station,135,33750,5916,35
Go,137,137,5917,0
Electric_company,165,13200,5918,12
Vine_street,159,25440,5919,19
Transfalgar_square,147,29400,5920,24
Conventry_street,162,35640,5921,27
Mayfair,142,71000,5922,39
First_community_chest,130,130,5923,2
Northhumber,144,17280,5924,14
Second_chance,179,179,5925,22
Third_community_chest,145,145,5926,33
Go,138,138,5927,0
Just_visiting,132,132,5928,10
Northhumber,145,17400,5929,14
Vine_street,160,25600,5930,19
Go_to_jail,141,141,5931,30
Northhumber,146,17520,5932,14
Strand,172,30960,5933,21
Picadilly,145,34800,5934,29
Old_kent,133,2660,5935,1
Euston,136,8160,5936,8
Just_visiting,133,133,5937,10
Vine_street,161,25760,5938,19
Regent_street,174,45240,5939,31
Third_chance,132,132,5940,36
Go,139,139,5941,0
Pentoville,157,12560,5942,9
Northhumber,147,17640,5943,14
Vine_street,162,25920,5944,19
Picadilly,146,35040,5945,29
Mayfair,143,71500,5946,39
First_community_chest,131,131,5947,2
Electric_company,166,13280,5948,12
Second_chance,180,180,5949,22
Transfalgar_square,148,29600,5950,24
Third_community_chest,146,146,5951,33
Old_kent,134,2680,5952,1
Income_Tax,146,292000,5953,4
The_angel_islington,154,9240,5954,6
Pall_mall,139,13900,5955,11
White_hall,153,15300,5956,13
Strand,173,31140,5957,21
Third_community_chest,147,147,5958,33
Mayfair,144,72000,5959,39
Pentoville,158,12640,5960,9
Pall_mall,140,14000,5961,11
Fleet_street,162,29160,5962,23
Conventry_street,163,35860,5963,27
Oxford_street,153,39780,5964,32
Go,140,140,5965,0
Euston,137,8220,5966,8
Just_visiting,134,134,5967,10
Electric_company,167,13360,5968,12
Free_parking,168,168,5969,20
Picadilly,147,35280,5970,29
Third_community_chest,148,148,5971,33
Liverpool_station,136,34000,5972,35
Old_kent,135,2700,5973,1
Income_Tax,147,294000,5974,4
Just_visiting,135,135,5975,10
Second_community_chest,129,129,5976,17
Conventry_street,164,36080,5977,27
Mayfair,145,72500,5978,39
Old_kent,136,2720,5979,1
Euston,138,8280,5980,8
Pall_mall,141,14100,5981,11
Strand,174,31320,5982,21
Oxford_street,154,40040,5983,32
Parklane,141,49350,5984,37
Go,141,141,5985,0
Pentoville,159,12720,5986,9
Bow_street,165,23100,5987,16
Conventry_street,165,36300,5988,27
Go_to_jail,142,142,5989,30
Vine_street,163,26080,5990,19
Transfalgar_square,149,29800,5991,24
Conventry_street,166,36520,5992,27
Regent_street,175,45500,5993,31
First_community_chest,132,132,5994,2
Euston,139,8340,5995,8
Pall_mall,142,14200,5996,11
Maryleborne_station,139,34750,5997,15
Free_parking,169,169,5998,20
Go_to_jail,143,143,5999,30
Vine_street,164,26240,6000,19
Transfalgar_square,150,30000,6001,24
Picadilly,148,35520,6002,29
Parklane,142,49700,6003,37
First_community_chest,133,133,6004,2
Euston,140,8400,6005,8
Electric_company,168,13440,6006,12
Maryleborne_station,140,35000,6007,15
Second_chance,181,181,6008,22
Oxford_street,155,40300,6009,32
Liverpool_station,137,34250,6010,35
First_community_chest,134,134,6011,2
Pentoville,160,12800,6012,9
White_hall,154,15400,6013,13
Free_parking,170,170,6014,20
Oxford_street,156,40560,6015,32
Bond_street,143,40040,6016,34
Mayfair,146,73000,6017,39
Just_visiting,136,136,6018,10
Second_chance,182,182,6019,22
Conventry_street,167,36740,6020,27
Bond_street,144,40320,6021,34
The_angel_islington,155,9300,6022,6
Electric_company,169,13520,6023,12
Marlborough_street,151,21140,6024,18
Second_chance,183,183,6025,22
Oxford_street,157,40820,6026,32
Third_chance,133,133,6027,36
Supertax,149,149000,6028,38
First_community_chest,135,135,6029,2
Electric_company,170,13600,6030,12
Second_community_chest,130,130,6031,17
Fleet_street,163,29340,6032,23
Liverpool_station,138,34500,6033,35
Income_Tax,148,296000,6034,4
Euston,141,8460,6035,8
Second_community_chest,131,131,6036,17
Fenchchurch_station,168,42000,6037,25
Parklane,143,50050,6038,37
Pentoville,161,12880,6039,9
Strand,175,31500,6040,21
Conventry_street,168,36960,6041,27
Supertax,150,150000,6042,38
First_community_chest,136,136,6043,2
Income_Tax,149,298000,6044,4
Euston,142,8520,6045,8
Northhumber,148,17760,6046,14
Strand,176,31680,6047,21
leicester_square,158,34760,6048,26
Oxford_street,158,41080,6049,32
Old_kent,137,2740,6050,1
White_chapel,132,5280,6051,3
Pall_mall,143,14300,6052,11
White_hall,155,15500,6053,13
Maryleborne_station,141,35250,6054,15
Second_chance,184,184,6055,22
Fenchchurch_station,169,42250,6056,25
Bond_street,145,40600,6057,34
Mayfair,147,73500,6058,39
Pall_mall,144,14400,6059,11
White_hall,156,15600,6060,13
Fleet_street,164,29520,6061,23
leicester_square,159,34980,6062,26
Water_works,168,13440,6063,28
Third_community_chest,149,149,6064,33
Income_Tax,150,300000,6065,4
White_hall,157,15700,6066,13
Bow_street,166,23240,6067,16
Conventry_street,169,37180,6068,27
Regent_street,176,45760,6069,31
Bond_street,146,40880,6070,34
White_chapel,133,5320,6071,3
Electric_company,171,13680,6072,12
Marlborough_street,152,21280,6073,18
Strand,177,31860,6074,21
Picadilly,149,35760,6075,29
Bond_street,147,41160,6076,34
The_angel_islington,156,9360,6077,6
Pall_mall,145,14500,6078,11
Northhumber,149,17880,6079,14
Vine_street,165,26400,6080,19
Conventry_street,170,37400,6081,27
Third_community_chest,150,150,6082,33
Mayfair,148,74000,6083,39
The_angel_islington,157,9420,6084,6
Euston,143,8580,6085,8
Pall_mall,146,14600,6086,11
Strand,178,32040,6087,21
Third_community_chest,151,151,6088,33
Old_kent,138,2760,6089,1
Euston,144,8640,6090,8
Free_parking,171,171,6091,20
Picadilly,150,36000,6092,29
Third_community_chest,152,152,6093,33
First_community_chest,137,137,6094,2
Pentoville,162,12960,6095,9
Pall_mall,147,14700,6096,11
Second_community_chest,132,132,6097,17
Second_chance,185,185,6098,22
Water_works,169,13520,6099,28
Liverpool_station,139,34750,6100,35
White_chapel,134,5360,6101,3
Pall_mall,148,14800,6102,11
Fleet_street,165,29700,6103,23
leicester_square,160,35200,6104,26
Water_works,170,13600,6105,28
Parklane,144,50400,6106,37
First_chance,127,127,6107,7
Marlborough_street,153,21420,6108,18
Fenchchurch_station,170,42500,6109,25
Oxford_street,159,41340,6110,32
Bond_street,148,41440,6111,34
Mayfair,149,74500,6112,39
The_angel_islington,158,9480,6113,6
Just_visiting,137,137,6114,10
Vine_street,166,26560,6115,19
Strand,179,32220,6116,21
Fenchchurch_station,171,42750,6117,25
Water_works,171,13680,6118,28
Liverpool_station,140,35000,6119,35
First_chance,128,128,6120,7
Maryleborne_station,142,35500,6121,15
Second_community_chest,133,133,6122,17
Picadilly,151,36240,6123,29
Mayfair,150,75000,6124,39
First_chance,129,129,6125,7
Vine_street,167,26720,6126,19
Second_chance,186,186,6127,22
Water_works,172,13760,6128,28
Liverpool_station,141,35250,6129,35
King_cross_station,144,36000,6130,5
Electric_company,172,13760,6131,12
Free_parking,172,172,6132,20
Go_to_jail,144,144,6133,30
Strand,180,32400,6134,21
Third_community_chest,153,153,6135,33
Parklane,145,50750,6136,37
The_angel_islington,159,9540,6137,6
Pentoville,163,13040,6138,9
Electric_company,173,13840,6139,12
Maryleborne_station,143,35750,6140,15
Transfalgar_square,151,30200,6141,24
Liverpool_station,142,35500,6142,35
Parklane,146,51100,6143,37
Go,142,142,6144,0
The_angel_islington,160,9600,6145,6
Bow_street,167,23380,6146,16
Fenchchurch_station,172,43000,6147,25
Third_community_chest,154,154,6148,33
Third_chance,134,134,6149,36
Old_kent,139,2780,6150,1
Income_Tax,151,302000,6151,4
Electric_company,174,13920,6152,12
Northhumber,150,18000,6153,14
Marlborough_street,154,21560,6154,18
leicester_square,161,35420,6155,26
Parklane,147,51450,6156,37
Old_kent,140,2800,6157,1
Income_Tax,152,304000,6158,4
White_hall,158,15800,6159,13
Strand,181,32580,6160,21
Oxford_street,160,41600,6161,32
Third_chance,135,135,6162,36
Supertax,151,151000,6163,38
Pentoville,164,13120,6164,9
Marlborough_street,155,21700,6165,18
Second_chance,187,187,6166,22
Conventry_street,171,37620,6167,27
Go_to_jail,145,145,6168,30
White_hall,159,15900,6169,13
Free_parking,173,173,6170,20
leicester_square,162,35640,6171,26
Bond_street,149,41720,6172,34
Old_kent,141,2820,6173,1
Income_Tax,153,306000,6174,4
White_hall,160,16000,6175,13
Second_community_chest,134,134,6176,17
leicester_square,163,35860,6177,26
Third_chance,136,136,6178,36
The_angel_islington,161,9660,6179,6
White_hall,161,16100,6180,13
Fenchchurch_station,173,43250,6181,25
Third_community_chest,155,155,6182,33
Supertax,152,152000,6183,38
White_chapel,135,5400,6184,3
White_hall,162,16200,6185,13
Transfalgar_square,152,30400,6186,24
Oxford_street,161,41860,6187,32
Liverpool_station,143,35750,6188,35
King_cross_station,145,36250,6189,5
Pentoville,165,13200,6190,9
Electric_company,175,14000,6191,12
Maryleborne_station,144,36000,6192,15
Conventry_street,172,37840,6193,27
Third_chance,137,137,6194,36
First_community_chest,138,138,6195,2
First_chance,130,130,6196,7
Vine_street,168,26880,6197,19
Go_to_jail,146,146,6198,30
Maryleborne_station,145,36250,6199,15
Vine_street,169,27040,6200,19
Fenchchurch_station,174,43500,6201,25
Third_community_chest,156,156,6202,33
Third_chance,138,138,6203,36
Go,143,143,6204,0
First_chance,131,131,6205,7
Northhumber,151,18120,6206,14
Vine_street,170,27200,6207,19
Transfalgar_square,153,30600,6208,24
Third_chance,139,139,6209,36
The_angel_islington,162,9720,6210,6
Pall_mall,149,14900,6211,11
Maryleborne_station,146,36500,6212,15
Transfalgar_square,154,30800,6213,24
Third_chance,140,140,6214,36
The_angel_islington,163,9780,6215,6
Just_visiting,138,138,6216,10
Second_community_chest,135,135,6217,17
Transfalgar_square,155,31000,6218,24
Bond_street,150,42000,6219,34
Supertax,153,153000,6220,38
Pentoville,166,13280,6221,9
Bow_street,168,23520,6222,16
Transfalgar_square,156,31200,6223,24
Water_works,173,13840,6224,28
Parklane,148,51800,6225,37
First_chance,132,132,6226,7
Pentoville,167,13360,6227,9
White_hall,163,16300,6228,13
Fleet_street,166,29880,6229,23
Fenchchurch_station,175,43750,6230,25
Third_chance,141,141,6231,36
First_chance,133,133,6232,7
Just_visiting,139,139,6233,10
Second_community_chest,136,136,6234,17
leicester_square,164,36080,6235,26
Oxford_street,162,42120,6236,32
Mayfair,151,75500,6237,39
White_chapel,136,5440,6238,3
Pall_mall,150,15000,6239,11
Marlborough_street,156,21840,6240,18
Second_chance,188,188,6241,22
Fenchchurch_station,176,44000,6242,25
Parklane,149,52150,6243,37
Pentoville,168,13440,6244,9
Electric_company,176,14080,6245,12
Strand,182,32760,6246,21
Fenchchurch_station,177,44250,6247,25
Regent_street,177,46020,6248,31
Third_chance,142,142,6249,36
Old_kent,142,2840,6250,1
Pall_mall,151,15100,6251,11
Free_parking,174,174,6252,20
Picadilly,152,36480,6253,29
Supertax,154,154000,6254,38
Go,144,144,6255,0
Electric_company,177,14160,6256,12
Free_parking,175,175,6257,20
leicester_square,165,36300,6258,26
Parklane,150,52500,6259,37
Pentoville,169,13520,6260,9
Bow_street,169,23660,6261,16
Free_parking,176,176,6262,20
Picadilly,153,36720,6263,29
Liverpool_station,144,36000,6264,35
First_community_chest,139,139,6265,2
Pall_mall,152,15200,6266,11
Vine_street,171,27360,6267,19
Second_chance,189,189,6268,22
Fenchchurch_station,178,44500,6269,25
Water_works,174,13920,6270,28
Go_to_jail,147,147,6271,30
Vine_street,172,27520,6272,19
leicester_square,166,36520,6273,26
Picadilly,154,36960,6274,29
Old_kent,143,2860,6275,1
Just_visiting,140,140,6276,10
Marlborough_street,157,21980,6277,18
Second_chance,190,190,6278,22
Third_community_chest,157,157,6279,33
First_community_chest,140,140,6280,2
Income_Tax,154,308000,6281,4
Euston,145,8700,6282,8
Bow_street,170,23800,6283,16
Fenchchurch_station,179,44750,6284,25
Oxford_street,163,42380,6285,32
Income_Tax,155,310000,6286,4
Pall_mall,153,15300,6287,11
Second_community_chest,137,137,6288,17
Fenchchurch_station,180,45000,6289,25
Bond_street,151,42280,6290,34
Third_chance,143,143,6291,36
The_angel_islington,164,9840,6292,6
Pall_mall,154,15400,6293,11
Maryleborne_station,147,36750,6294,15
Free_parking,177,177,6295,20
Water_works,175,14000,6296,28
Parklane,151,52850,6297,37
Euston,146,8760,6298,8
Electric_company,178,14240,6299,12
Second_community_chest,138,138,6300,17
Fenchchurch_station,181,45250,6301,25
Bond_street,152,42560,6302,34
Old_kent,144,2880,6303,1
Income_Tax,156,312000,6304,4
The_angel_islington,165,9900,6305,6
Just_visiting,141,141,6306,10
Northhumber,152,18240,6307,14
Free_parking,178,178,6308,20
Conventry_street,173,38060,6309,27
Picadilly,155,37200,6310,29
Parklane,152,53200,6311,37
First_chance,134,134,6312,7
Pentoville,170,13600,6313,9
Vine_street,173,27680,6314,19
Strand,183,32940,6315,21
Transfalgar_square,157,31400,6316,24
Conventry_street,174,38280,6317,27
Liverpool_station,145,36250,6318,35
First_community_chest,141,141,6319,2
White_hall,164,16400,6320,13
Strand,184,33120,6321,21
Water_works,176,14080,6322,28
Go,145,145,6323,0
Income_Tax,157,314000,6324,4
The_angel_islington,166,9960,6325,6
White_hall,165,16500,6326,13
Strand,185,33300,6327,21
Picadilly,156,37440,6328,29
Parklane,153,53550,6329,37
First_community_chest,142,142,6330,2
Pall_mall,155,15500,6331,11
Free_parking,179,179,6332,20
Go_to_jail,148,148,6333,30
Second_chance,191,191,6334,22
Conventry_street,175,38500,6335,27
Oxford_street,164,42640,6336,32
Liverpool_station,146,36500,6337,35
King_cross_station,146,36500,6338,5
First_chance,135,135,6339,7
Electric_company,179,14320,6340,12
Bow_street,171,23940,6341,16
Vine_street,174,27840,6342,19
Conventry_street,176,38720,6343,27
Parklane,154,53900,6344,37
Euston,147,8820,6345,8
Bow_street,172,24080,6346,16
Vine_street,175,28000,6347,19
Go_to_jail,149,149,6348,30
Second_chance,192,192,6349,22
Picadilly,157,37680,6350,29
Mayfair,152,76000,6351,39
Just_visiting,142,142,6352,10
Vine_street,176,28160,6353,19
Picadilly,158,37920,6354,29
Bond_street,153,42840,6355,34
First_community_chest,143,143,6356,2
King_cross_station,147,36750,6357,5
Pentoville,171,13680,6358,9
Second_community_chest,139,139,6359,17
Picadilly,159,38160,6360,29
Old_kent,145,2900,6361,1
White_hall,166,16600,6362,13
Marlborough_street,158,22120,6363,18
Second_chance,193,193,6364,22
Picadilly,160,38400,6365,29
Mayfair,153,76500,6366,39
Just_visiting,143,143,6367,10
Maryleborne_station,148,37000,6368,15
Vine_street,177,28320,6369,19
Go_to_jail,150,150,6370,30
Strand,186,33480,6371,21
Oxford_street,165,42900,6372,32
Supertax,155,155000,6373,38
Old_kent,146,2920,6374,1
Pentoville,172,13760,6375,9
Second_community_chest,140,140,6376,17
Free_parking,180,180,6377,20
Go_to_jail,151,151,6378,30
Northhumber,153,18360,6379,14
Fleet_street,167,30060,6380,23
Third_community_chest,158,158,6381,33
White_chapel,137,5480,6382,3
Euston,148,8880,6383,8
Electric_company,180,14400,6384,12
Strand,187,33660,6385,21
Third_community_chest,159,159,6386,33
Third_chance,144,144,6387,36
Go,146,146,6388,0
White_chapel,138,5520,6389,3
First_chance,136,136,6390,7
Pentoville,173,13840,6391,9
Bow_street,173,24220,6392,16
Water_works,177,14160,6393,28
Liverpool_station,147,36750,6394,35
Supertax,156,156000,6395,38
Pentoville,174,13920,6396,9
Northhumber,154,18480,6397,14
Free_parking,181,181,6398,20
Transfalgar_square,158,31600,6399,24
Picadilly,161,38640,6400,29
Bond_street,154,43120,6401,34
White_chapel,139,5560,6402,3
Pall_mall,156,15600,6403,11
Bow_street,174,24360,6404,16
leicester_square,167,36740,6405,26
Parklane,155,54250,6406,37
First_chance,137,137,6407,7
Just_visiting,144,144,6408,10
Free_parking,182,182,6409,20
Oxford_street,166,43160,6410,32
Go,147,147,6411,0
The_angel_islington,167,10020,6412,6
Maryleborne_station,149,37250,6413,15
leicester_square,168,36960,6414,26
Oxford_street,167,43420,6415,32
Mayfair,154,77000,6416,39
First_community_chest,144,144,6417,2
First_chance,138,138,6418,7
Second_community_chest,141,141,6419,17
Fenchchurch_station,182,45500,6420,25
Parklane,156,54600,6421,37
First_community_chest,145,145,6422,2
King_cross_station,148,37000,6423,5
Just_visiting,145,145,6424,10
White_hall,167,16700,6425,13
Transfalgar_square,159,31800,6426,24
Picadilly,162,38880,6427,29
Mayfair,155,77500,6428,39
Pall_mall,157,15700,6429,11
Second_community_chest,142,142,6430,17
Strand,188,33840,6431,21
Go_to_jail,152,152,6432,30
Vine_street,178,28480,6433,19
Fleet_street,168,30240,6434,23
Conventry_street,177,38940,6435,27
Picadilly,163,39120,6436,29
Bond_street,155,43400,6437,34
King_cross_station,149,37250,6438,5
Pentoville,175,14000,6439,9
Bow_street,175,24500,6440,16
Strand,189,34020,6441,21
Go_to_jail,153,153,6442,30
Free_parking,183,183,6443,20
Water_works,178,14240,6444,28
Third_chance,145,145,6445,36
White_chapel,140,5600,6446,3
Maryleborne_station,150,37500,6447,15
Second_chance,194,194,6448,22
Water_works,179,14320,6449,28
Bond_street,156,43680,6450,34
Third_chance,146,146,6451,36
White_chapel,141,5640,6452,3
Northhumber,155,18600,6453,14
Strand,190,34200,6454,21
Transfalgar_square,160,32000,6455,24
Go_to_jail,154,154,6456,30
Maryleborne_station,151,37750,6457,15
Fleet_street,169,30420,6458,23
Oxford_street,168,43680,6459,32
Go,148,148,6460,0
Pentoville,176,14080,6461,9
