Property Name,Visits,Values Accumulated,Trial Number,Position Number 
Electric_company,1502,120160,58385,12
Bow_street,1525,213500,58386,16
Vine_street,1608,257280,58387,19
Fleet_street,1560,280800,58388,23
Water_works,1596,127680,58389,28
Parklane,1404,491400,58390,37
Mayfair,1322,661000,58391,39
First_community_chest,1264,1264,58392,2
Euston,1341,80460,58393,8
Pall_mall,1322,132200,58394,11
White_hall,1482,148200,58395,13
Maryleborne_station,1487,371750,58396,15
Vine_street,1609,257440,58397,19
Transfalgar_square,1522,304400,58398,24
Water_works,1597,127760,58399,28
Bond_street,1425,399000,58400,34
Income_Tax,1384,2768000,58401,4
Pall_mall,1323,132300,58402,11
Strand,1569,282420,58403,21
Fenchchurch_station,1573,393250,58404,25
Bond_street,1426,399280,58405,34
Third_chance,1428,1428,58406,36
Supertax,1303,1303000,58407,38
Euston,1342,80520,58408,8
Vine_street,1610,257600,58409,19
Picadilly,1526,366240,58410,29
Third_chance,1429,1429,58411,36
White_chapel,1373,54920,58412,3
Euston,1343,80580,58413,8
Second_community_chest,1549,1549,58414,17
Fenchchurch_station,1574,393500,58415,25
Third_community_chest,1433,1433,58416,33
Go,1388,1388,58417,0
Pall_mall,1324,132400,58418,11
Free_parking,1653,1653,58419,20
Regent_street,1570,408200,58420,31
Liverpool_station,1398,349500,58421,35
Mayfair,1323,661500,58422,39
The_angel_islington,1368,82080,58423,6
Pall_mall,1325,132500,58424,11
White_hall,1483,148300,58425,13
Maryleborne_station,1488,372000,58426,15
Fenchchurch_station,1575,393750,58427,25
Third_chance,1430,1430,58428,36
First_community_chest,1265,1265,58429,2
Euston,1344,80640,58430,8
Free_parking,1654,1654,58431,20
Conventry_street,1540,338800,58432,27
Go_to_jail,1627,1627,58433,30
Second_chance,1629,1629,58434,22
Conventry_street,1541,339020,58435,27
Regent_street,1571,408460,58436,31
Bond_street,1427,399560,58437,34
Mayfair,1324,662000,58438,39
The_angel_islington,1369,82140,58439,6
Second_community_chest,1550,1550,58440,17
Second_chance,1630,1630,58441,22
leicester_square,1576,346720,58442,26
Picadilly,1527,366480,58443,29
Parklane,1405,491750,58444,37
First_chance,1321,1321,58445,7
Marlborough_street,1555,217700,58446,18
leicester_square,1577,346940,58447,26
Bond_street,1428,399840,58448,34
Supertax,1304,1304000,58449,38
Go,1389,1389,58450,0
Just_visiting,1321,1321,58451,10
Second_community_chest,1551,1551,58452,17
leicester_square,1578,347160,58453,26
Bond_street,1429,400120,58454,34
White_chapel,1374,54960,58455,3
Pall_mall,1326,132600,58456,11
Free_parking,1655,1655,58457,20
Fenchchurch_station,1576,394000,58458,25
Conventry_street,1542,339240,58459,27
Third_chance,1431,1431,58460,36
Supertax,1305,1305000,58461,38
First_community_chest,1266,1266,58462,2
Pall_mall,1327,132700,58463,11
White_hall,1484,148400,58464,13
Vine_street,1611,257760,58465,19
Picadilly,1528,366720,58466,29
Supertax,1306,1306000,58467,38
Income_Tax,1385,2770000,58468,4
Maryleborne_station,1489,372250,58469,15
Transfalgar_square,1523,304600,58470,24
Bond_street,1430,400400,58471,34
First_community_chest,1267,1267,58472,2
Pentoville,1360,108800,58473,9
White_hall,1485,148500,58474,13
Second_community_chest,1552,1552,58475,17
Second_chance,1631,1631,58476,22
Oxford_street,1428,371280,58477,32
White_chapel,1375,55000,58478,3
The_angel_islington,1370,82200,58479,6
Maryleborne_station,1490,372500,58480,15
Transfalgar_square,1524,304800,58481,24
Regent_street,1572,408720,58482,31
Liverpool_station,1399,349750,58483,35
Mayfair,1325,662500,58484,39
King_cross_station,1379,344750,58485,5
Pentoville,1361,108880,58486,9
Marlborough_street,1556,217840,58487,18
Go_to_jail,1628,1628,58488,30
Electric_company,1503,120240,58489,12
Vine_street,1612,257920,58490,19
leicester_square,1579,347380,58491,26
Regent_street,1573,408980,58492,31
First_community_chest,1268,1268,58493,2
White_hall,1486,148600,58494,13
Vine_street,1613,258080,58495,19
Transfalgar_square,1525,305000,58496,24
Picadilly,1529,366960,58497,29
Third_community_chest,1434,1434,58498,33
Third_chance,1432,1432,58499,36
Mayfair,1326,663000,58500,39
First_community_chest,1269,1269,58501,2
Electric_company,1504,120320,58502,12
Free_parking,1656,1656,58503,20
Regent_street,1574,409240,58504,31
First_community_chest,1270,1270,58505,2
Pall_mall,1328,132800,58506,11
Strand,1570,282600,58507,21
Fenchchurch_station,1577,394250,58508,25
Go_to_jail,1629,1629,58509,30
Free_parking,1657,1657,58510,20
Transfalgar_square,1526,305200,58511,24
leicester_square,1580,347600,58512,26
Picadilly,1530,367200,58513,29
Supertax,1307,1307000,58514,38
King_cross_station,1380,345000,58515,5
Northhumber,1530,183600,58516,14
leicester_square,1581,347820,58517,26
Third_community_chest,1435,1435,58518,33
Liverpool_station,1400,350000,58519,35
Supertax,1308,1308000,58520,38
First_community_chest,1271,1271,58521,2
Income_Tax,1386,2772000,58522,4
First_chance,1322,1322,58523,7
White_hall,1487,148700,58524,13
Fenchchurch_station,1578,394500,58525,25
Third_community_chest,1436,1436,58526,33
Supertax,1309,1309000,58527,38
Go,1390,1390,58528,0
White_chapel,1376,55040,58529,3
Pall_mall,1329,132900,58530,11
Maryleborne_station,1491,372750,58531,15
Marlborough_street,1557,217980,58532,18
Fleet_street,1561,280980,58533,23
Fenchchurch_station,1579,394750,58534,25
Third_chance,1433,1433,58535,36
First_community_chest,1272,1272,58536,2
Northhumber,1531,183720,58537,14
leicester_square,1582,348040,58538,26
Third_community_chest,1437,1437,58539,33
Third_chance,1434,1434,58540,36
Old_kent,1284,25680,58541,1
Just_visiting,1322,1322,58542,10
Bow_street,1526,213640,58543,16
Fleet_street,1562,281160,58544,23
leicester_square,1583,348260,58545,26
Third_chance,1435,1435,58546,36
King_cross_station,1381,345250,58547,5
Just_visiting,1323,1323,58548,10
Bow_street,1527,213780,58549,16
Vine_street,1614,258240,58550,19
Second_chance,1632,1632,58551,22
Third_community_chest,1438,1438,58552,33
White_chapel,1377,55080,58553,3
King_cross_station,1382,345500,58554,5
Electric_company,1505,120400,58555,12
Maryleborne_station,1492,373000,58556,15
Fenchchurch_station,1580,395000,58557,25
Conventry_street,1543,339460,58558,27
Parklane,1406,492100,58559,37
Pentoville,1362,108960,58560,9
Free_parking,1658,1658,58561,20
Regent_street,1575,409500,58562,31
Go,1391,1391,58563,0
King_cross_station,1383,345750,58564,5
White_hall,1488,148800,58565,13
Fenchchurch_station,1581,395250,58566,25
Third_chance,1436,1436,58567,36
Income_Tax,1387,2774000,58568,4
Pall_mall,1330,133000,58569,11
Bow_street,1528,213920,58570,16
leicester_square,1584,348480,58571,26
Regent_street,1576,409760,58572,31
White_chapel,1378,55120,58573,3
Electric_company,1506,120480,58574,12
Strand,1571,282780,58575,21
Go_to_jail,1630,1630,58576,30
Free_parking,1659,1659,58577,20
Regent_street,1577,410020,58578,31
Third_chance,1437,1437,58579,36
Income_Tax,1388,2776000,58580,4
Pentoville,1363,109040,58581,9
Free_parking,1660,1660,58582,20
Transfalgar_square,1527,305400,58583,24
Picadilly,1531,367440,58584,29
Oxford_street,1429,371540,58585,32
White_chapel,1379,55160,58586,3
Maryleborne_station,1493,373250,58587,15
Second_community_chest,1553,1553,58588,17
Strand,1572,282960,58589,21
Fleet_street,1563,281340,58590,23
Water_works,1598,127840,58591,28
Third_chance,1438,1438,58592,36
First_community_chest,1273,1273,58593,2
White_hall,1489,148900,58594,13
Marlborough_street,1558,218120,58595,18
leicester_square,1585,348700,58596,26
Oxford_street,1430,371800,58597,32
Parklane,1407,492450,58598,37
First_chance,1323,1323,58599,7
Vine_street,1615,258400,58600,19
Regent_street,1578,410280,58601,31
Bond_street,1431,400680,58602,34
The_angel_islington,1371,82260,58603,6
Euston,1345,80700,58604,8
Marlborough_street,1559,218260,58605,18
Conventry_street,1544,339680,58606,27
Bond_street,1432,400960,58607,34
Parklane,1408,492800,58608,37
Euston,1346,80760,58609,8
Pall_mall,1331,133100,58610,11
Fleet_street,1564,281520,58611,23
Third_community_chest,1439,1439,58612,33
Supertax,1310,1310000,58613,38
White_chapel,1380,55200,58614,3
Electric_company,1507,120560,58615,12
Maryleborne_station,1494,373500,58616,15
Second_community_chest,1554,1554,58617,17
Water_works,1599,127920,58618,28
Bond_street,1433,401240,58619,34
First_community_chest,1274,1274,58620,2
Just_visiting,1324,1324,58621,10
Bow_street,1529,214060,58622,16
Conventry_street,1545,339900,58623,27
Mayfair,1327,663500,58624,39
Just_visiting,1325,1325,58625,10
Second_chance,1633,1633,58626,22
leicester_square,1586,348920,58627,26
Supertax,1311,1311000,58628,38
The_angel_islington,1372,82320,58629,6
Marlborough_street,1560,218400,58630,18
Water_works,1600,128000,58631,28
Third_chance,1439,1439,58632,36
First_chance,1324,1324,58633,7
Electric_company,1508,120640,58634,12
Strand,1573,283140,58635,21
Go_to_jail,1631,1631,58636,30
Bow_street,1530,214200,58637,16
Fleet_street,1565,281700,58638,23
Fenchchurch_station,1582,395500,58639,25
Bond_street,1434,401520,58640,34
Third_chance,1440,1440,58641,36
First_community_chest,1275,1275,58642,2
Income_Tax,1389,2778000,58643,4
Pall_mall,1332,133200,58644,11
Northhumber,1532,183840,58645,14
Fenchchurch_station,1583,395750,58646,25
Water_works,1601,128080,58647,28
Third_chance,1441,1441,58648,36
First_chance,1325,1325,58649,7
Electric_company,1509,120720,58650,12
Strand,1574,283320,58651,21
Go_to_jail,1632,1632,58652,30
Free_parking,1661,1661,58653,20
Transfalgar_square,1528,305600,58654,24
leicester_square,1587,349140,58655,26
Regent_street,1579,410540,58656,31
First_community_chest,1276,1276,58657,2
King_cross_station,1384,346000,58658,5
Second_community_chest,1555,1555,58659,17
Fenchchurch_station,1584,396000,58660,25
Conventry_street,1546,340120,58661,27
Regent_street,1580,410800,58662,31
Mayfair,1328,664000,58663,39
White_chapel,1381,55240,58664,3
Euston,1347,80820,58665,8
Bow_street,1531,214340,58666,16
Vine_street,1616,258560,58667,19
Water_works,1602,128160,58668,28
Bond_street,1435,401800,58669,34
Third_chance,1442,1442,58670,36
First_community_chest,1277,1277,58671,2
The_angel_islington,1373,82380,58672,6
Electric_company,1510,120800,58673,12
Northhumber,1533,183960,58674,14
Second_community_chest,1556,1556,58675,17
Vine_street,1617,258720,58676,19
Transfalgar_square,1529,305800,58677,24
Go_to_jail,1633,1633,58678,30
Northhumber,1534,184080,58679,14
Strand,1575,283500,58680,21
Go_to_jail,1634,1634,58681,30
Northhumber,1535,184200,58682,14
Marlborough_street,1561,218540,58683,18
Free_parking,1662,1662,58684,20
Oxford_street,1431,372060,58685,32
Income_Tax,1390,2780000,58686,4
Pentoville,1364,109120,58687,9
White_hall,1490,149000,58688,13
Free_parking,1663,1663,58689,20
Oxford_street,1432,372320,58690,32
Parklane,1409,493150,58691,37
Pentoville,1365,109200,58692,9
Northhumber,1536,184320,58693,14
Free_parking,1664,1664,58694,20
Conventry_street,1547,340340,58695,27
Parklane,1410,493500,58696,37
White_chapel,1382,55280,58697,3
Pall_mall,1333,133300,58698,11
Marlborough_street,1562,218680,58699,18
Water_works,1603,128240,58700,28
Third_chance,1443,1443,58701,36
Mayfair,1329,664500,58702,39
Just_visiting,1326,1326,58703,10
Second_chance,1634,1634,58704,22
leicester_square,1588,349360,58705,26
Picadilly,1532,367680,58706,29
Third_community_chest,1440,1440,58707,33
Go,1392,1392,58708,0
Electric_company,1511,120880,58709,12
Marlborough_street,1563,218820,58710,18
Conventry_street,1548,340560,58711,27
Mayfair,1330,665000,58712,39
The_angel_islington,1374,82440,58713,6
Electric_company,1512,120960,58714,12
Marlborough_street,1564,218960,58715,18
leicester_square,1589,349580,58716,26
Third_chance,1444,1444,58717,36
Supertax,1312,1312000,58718,38
The_angel_islington,1375,82500,58719,6
Electric_company,1513,121040,58720,12
Bow_street,1532,214480,58721,16
Second_chance,1635,1635,58722,22
Regent_street,1581,411060,58723,31
Supertax,1313,1313000,58724,38
First_chance,1326,1326,58725,7
Maryleborne_station,1495,373750,58726,15
Fleet_street,1566,281880,58727,23
Go_to_jail,1635,1635,58728,30
Electric_company,1514,121120,58729,12
Bow_street,1533,214620,58730,16
Vine_street,1618,258880,58731,19
leicester_square,1590,349800,58732,26
Regent_street,1582,411320,58733,31
Liverpool_station,1401,350250,58734,35
Supertax,1314,1314000,58735,38
Euston,1348,80880,58736,8
Second_community_chest,1557,1557,58737,17
Transfalgar_square,1530,306000,58738,24
Conventry_street,1549,340780,58739,27
Third_chance,1445,1445,58740,36
Supertax,1315,1315000,58741,38
First_chance,1327,1327,58742,7
White_hall,1491,149100,58743,13
Bow_street,1534,214760,58744,16
Second_chance,1636,1636,58745,22
Go_to_jail,1636,1636,58746,30
Maryleborne_station,1496,374000,58747,15
Free_parking,1665,1665,58748,20
leicester_square,1591,350020,58749,26
Third_chance,1446,1446,58750,36
Mayfair,1331,665500,58751,39
Euston,1349,80940,58752,8
Free_parking,1666,1666,58753,20
Fenchchurch_station,1585,396250,58754,25
Picadilly,1533,367920,58755,29
Oxford_street,1433,372580,58756,32
Liverpool_station,1402,350500,58757,35
Parklane,1411,493850,58758,37
Mayfair,1332,666000,58759,39
Euston,1350,81000,58760,8
Northhumber,1537,184440,58761,14
Bow_street,1535,214900,58762,16
Conventry_street,1550,341000,58763,27
Go_to_jail,1637,1637,58764,30
Electric_company,1515,121200,58765,12
Second_chance,1637,1637,58766,22
Oxford_street,1434,372840,58767,32
Liverpool_station,1403,350750,58768,35
The_angel_islington,1376,82560,58769,6
Just_visiting,1327,1327,58770,10
Second_community_chest,1558,1558,58771,17
Water_works,1604,128320,58772,28
Liverpool_station,1404,351000,58773,35
First_community_chest,1278,1278,58774,2
Just_visiting,1328,1328,58775,10
Electric_company,1516,121280,58776,12
Second_community_chest,1559,1559,58777,17
Transfalgar_square,1531,306200,58778,24
Oxford_street,1435,373100,58779,32
Bond_street,1436,402080,58780,34
Supertax,1316,1316000,58781,38
Old_kent,1285,25700,58782,1
Just_visiting,1329,1329,58783,10
Electric_company,1517,121360,58784,12
Maryleborne_station,1497,374250,58785,15
Free_parking,1667,1667,58786,20
Oxford_street,1436,373360,58787,32
Old_kent,1286,25720,58788,1
Euston,1351,81060,58789,8
Vine_street,1619,259040,58790,19
Fleet_street,1567,282060,58791,23
Go_to_jail,1638,1638,58792,30
Strand,1576,283680,58793,21
Oxford_street,1437,373620,58794,32
Old_kent,1287,25740,58795,1
Euston,1352,81120,58796,8
Pall_mall,1334,133400,58797,11
Bow_street,1536,215040,58798,16
Water_works,1605,128400,58799,28
Go_to_jail,1639,1639,58800,30
Maryleborne_station,1498,374500,58801,15
Second_chance,1638,1638,58802,22
Conventry_street,1551,341220,58803,27
Liverpool_station,1405,351250,58804,35
King_cross_station,1385,346250,58805,5
Pall_mall,1335,133500,58806,11
Fleet_street,1568,282240,58807,23
Conventry_street,1552,341440,58808,27
Parklane,1412,494200,58809,37
First_chance,1328,1328,58810,7
Second_community_chest,1560,1560,58811,17
Conventry_street,1553,341660,58812,27
Third_chance,1447,1447,58813,36
White_chapel,1383,55320,58814,3
Electric_company,1518,121440,58815,12
Northhumber,1538,184560,58816,14
Strand,1577,283860,58817,21
Third_community_chest,1441,1441,58818,33
Parklane,1413,494550,58819,37
The_angel_islington,1377,82620,58820,6
Northhumber,1539,184680,58821,14
Bow_street,1537,215180,58822,16
Vine_street,1620,259200,58823,19
leicester_square,1592,350240,58824,26
Third_chance,1448,1448,58825,36
White_chapel,1384,55360,58826,3
Pentoville,1366,109280,58827,9
Free_parking,1668,1668,58828,20
Picadilly,1534,368160,58829,29
Liverpool_station,1406,351500,58830,35
Mayfair,1333,666500,58831,39
Pentoville,1367,109360,58832,9
White_hall,1492,149200,58833,13
Fenchchurch_station,1586,396500,58834,25
Oxford_street,1438,373880,58835,32
Liverpool_station,1407,351750,58836,35
Supertax,1317,1317000,58837,38
Old_kent,1288,25760,58838,1
Just_visiting,1330,1330,58839,10
Bow_street,1538,215320,58840,16
Vine_street,1621,259360,58841,19
Conventry_street,1554,341880,58842,27
Third_community_chest,1442,1442,58843,33
Supertax,1318,1318000,58844,38
First_chance,1329,1329,58845,7
Vine_street,1622,259520,58846,19
Fenchchurch_station,1587,396750,58847,25
Water_works,1606,128480,58848,28
Mayfair,1334,667000,58849,39
The_angel_islington,1378,82680,58850,6
Marlborough_street,1565,219100,58851,18
Go_to_jail,1640,1640,58852,30
White_hall,1493,149300,58853,13
Strand,1578,284040,58854,21
Fleet_street,1569,282420,58855,23
Fenchchurch_station,1588,397000,58856,25
Third_community_chest,1443,1443,58857,33
King_cross_station,1386,346500,58858,5
Maryleborne_station,1499,374750,58859,15
leicester_square,1593,350460,58860,26
Water_works,1607,128560,58861,28
Liverpool_station,1408,352000,58862,35
Income_Tax,1391,2782000,58863,4
The_angel_islington,1379,82740,58864,6
White_hall,1494,149400,58865,13
Second_community_chest,1561,1561,58866,17
Picadilly,1535,368400,58867,29
Parklane,1414,494900,58868,37
First_chance,1330,1330,58869,7
Marlborough_street,1566,219240,58870,18
Water_works,1608,128640,58871,28
Liverpool_station,1409,352250,58872,35
King_cross_station,1387,346750,58873,5
Euston,1353,81180,58874,8
Pall_mall,1336,133600,58875,11
Strand,1579,284220,58876,21
leicester_square,1594,350680,58877,26
Oxford_street,1439,374140,58878,32
Go,1393,1393,58879,0
First_community_chest,1279,1279,58880,2
Just_visiting,1331,1331,58881,10
Vine_street,1623,259680,58882,19
Fenchchurch_station,1589,397250,58883,25
Go_to_jail,1641,1641,58884,30
Bow_street,1539,215460,58885,16
Marlborough_street,1567,219380,58886,18
Free_parking,1669,1669,58887,20
Go_to_jail,1642,1642,58888,30
Second_community_chest,1562,1562,58889,17
Second_chance,1639,1639,58890,22
Fenchchurch_station,1590,397500,58891,25
Bond_street,1437,402360,58892,34
Income_Tax,1392,2784000,58893,4
Bow_street,1540,215600,58894,16
leicester_square,1595,350900,58895,26
Bond_street,1438,402640,58896,34
Parklane,1415,495250,58897,37
White_chapel,1385,55400,58898,3
The_angel_islington,1380,82800,58899,6
Bow_street,1541,215740,58900,16
Fenchchurch_station,1591,397750,58901,25
Third_community_chest,1444,1444,58902,33
Go,1394,1394,58903,0
Electric_company,1519,121520,58904,12
Second_chance,1640,1640,58905,22
Transfalgar_square,1532,306400,58906,24
Bond_street,1439,402920,58907,34
Parklane,1416,495600,58908,37
Mayfair,1335,667500,58909,39
Just_visiting,1332,1332,58910,10
Free_parking,1670,1670,58911,20
Oxford_street,1440,374400,58912,32
First_community_chest,1280,1280,58913,2
King_cross_station,1388,347000,58914,5
Maryleborne_station,1500,375000,58915,15
Vine_street,1624,259840,58916,19
Fleet_street,1570,282600,58917,23
Third_community_chest,1445,1445,58918,33
White_chapel,1386,55440,58919,3
Just_visiting,1333,1333,58920,10
Second_chance,1641,1641,58921,22
Transfalgar_square,1533,306600,58922,24
Oxford_street,1441,374660,58923,32
Supertax,1319,1319000,58924,38
Euston,1354,81240,58925,8
Electric_company,1520,121600,58926,12
Bow_street,1542,215880,58927,16
Fleet_street,1571,282780,58928,23
Third_community_chest,1446,1446,58929,33
Old_kent,1289,25780,58930,1
White_chapel,1387,55480,58931,3
Electric_company,1521,121680,58932,12
Marlborough_street,1568,219520,58933,18
Fleet_street,1572,282960,58934,23
Regent_street,1583,411580,58935,31
White_chapel,1388,55520,58936,3
Pentoville,1368,109440,58937,9
Second_community_chest,1563,1563,58938,17
Vine_street,1625,260000,58939,19
Water_works,1609,128720,58940,28
Liverpool_station,1410,352500,58941,35
Supertax,1320,1320000,58942,38
Just_visiting,1334,1334,58943,10
Electric_company,1522,121760,58944,12
Free_parking,1671,1671,58945,20
Transfalgar_square,1534,306800,58946,24
Third_community_chest,1447,1447,58947,33
Income_Tax,1393,2786000,58948,4
Bow_street,1543,216020,58949,16
Transfalgar_square,1535,307000,58950,24
Third_community_chest,1448,1448,58951,33
First_community_chest,1281,1281,58952,2
Income_Tax,1394,2788000,58953,4
Pentoville,1369,109520,58954,9
Northhumber,1540,184800,58955,14
Transfalgar_square,1536,307200,58956,24
Regent_street,1584,411840,58957,31
Bond_street,1440,403200,58958,34
Income_Tax,1395,2790000,58959,4
The_angel_islington,1381,82860,58960,6
Euston,1355,81300,58961,8
Marlborough_street,1569,219660,58962,18
Fenchchurch_station,1592,398000,58963,25
Picadilly,1536,368640,58964,29
Old_kent,1290,25800,58965,1
Income_Tax,1396,2792000,58966,4
Just_visiting,1335,1335,58967,10
Bow_street,1544,216160,58968,16
Strand,1580,284400,58969,21
Transfalgar_square,1537,307400,58970,24
Water_works,1610,128800,58971,28
Parklane,1417,495950,58972,37
White_chapel,1389,55560,58973,3
Euston,1356,81360,58974,8
Free_parking,1672,1672,58975,20
Regent_street,1585,412100,58976,31
Third_chance,1449,1449,58977,36
King_cross_station,1389,347250,58978,5
Euston,1357,81420,58979,8
Second_community_chest,1564,1564,58980,17
Water_works,1611,128880,58981,28
Parklane,1418,496300,58982,37
Mayfair,1336,668000,58983,39
First_chance,1331,1331,58984,7
Bow_street,1545,216300,58985,16
Second_chance,1642,1642,58986,22
Water_works,1612,128960,58987,28
Oxford_street,1442,374920,58988,32
First_community_chest,1282,1282,58989,2
King_cross_station,1390,347500,58990,5
First_chance,1332,1332,58991,7
White_hall,1495,149500,58992,13
Strand,1581,284580,58993,21
Go_to_jail,1643,1643,58994,30
White_hall,1496,149600,58995,13
Second_community_chest,1565,1565,58996,17
Second_chance,1643,1643,58997,22
Conventry_street,1555,342100,58998,27
Bond_street,1441,403480,58999,34
White_chapel,1390,55600,59000,3
Pentoville,1370,109600,59001,9
Second_community_chest,1566,1566,59002,17
Vine_street,1626,260160,59003,19
Transfalgar_square,1538,307600,59004,24
Go_to_jail,1644,1644,59005,30
Electric_company,1523,121840,59006,12
Fleet_street,1573,283140,59007,23
Fenchchurch_station,1593,398250,59008,25
Third_chance,1450,1450,59009,36
First_community_chest,1283,1283,59010,2
Euston,1358,81480,59011,8
Electric_company,1524,121920,59012,12
Second_community_chest,1567,1567,59013,17
Water_works,1613,129040,59014,28
Liverpool_station,1411,352750,59015,35
Supertax,1321,1321000,59016,38
Old_kent,1291,25820,59017,1
Pentoville,1371,109680,59018,9
Second_community_chest,1568,1568,59019,17
Free_parking,1673,1673,59020,20
leicester_square,1596,351120,59021,26
Water_works,1614,129120,59022,28
Bond_street,1442,403760,59023,34
White_chapel,1391,55640,59024,3
Just_visiting,1336,1336,59025,10
Free_parking,1674,1674,59026,20
Conventry_street,1556,342320,59027,27
Bond_street,1443,404040,59028,34
White_chapel,1392,55680,59029,3
Electric_company,1525,122000,59030,12
Transfalgar_square,1539,307800,59031,24
Third_chance,1451,1451,59032,36
The_angel_islington,1382,82920,59033,6
Northhumber,1541,184920,59034,14
leicester_square,1597,351340,59035,26
Supertax,1322,1322000,59036,38
Just_visiting,1337,1337,59037,10
Second_chance,1644,1644,59038,22
Go_to_jail,1645,1645,59039,30
Marlborough_street,1570,219800,59040,18
Second_chance,1645,1645,59041,22
Oxford_street,1443,375180,59042,32
Bond_street,1444,404320,59043,34
White_chapel,1393,55720,59044,3
King_cross_station,1391,347750,59045,5
Maryleborne_station,1501,375250,59046,15
Strand,1582,284760,59047,21
leicester_square,1598,351560,59048,26
Parklane,1419,496650,59049,37
Go,1395,1395,59050,0
First_community_chest,1284,1284,59051,2
Income_Tax,1397,2794000,59052,4
Electric_company,1526,122080,59053,12
Strand,1583,284940,59054,21
Transfalgar_square,1540,308000,59055,24
Water_works,1615,129200,59056,28
Third_chance,1452,1452,59057,36
First_chance,1333,1333,59058,7
Bow_street,1546,216440,59059,16
leicester_square,1599,351780,59060,26
Liverpool_station,1412,353000,59061,35
White_chapel,1394,55760,59062,3
Pentoville,1372,109760,59063,9
Strand,1584,285120,59064,21
leicester_square,1600,352000,59065,26
Regent_street,1586,412360,59066,31
Old_kent,1292,25840,59067,1
Pentoville,1373,109840,59068,9
Maryleborne_station,1502,375500,59069,15
Marlborough_street,1571,219940,59070,18
Free_parking,1675,1675,59071,20
Second_chance,1646,1646,59072,22
Bond_street,1445,404600,59073,34
Mayfair,1337,668500,59074,39
King_cross_station,1392,348000,59075,5
Bow_street,1547,216580,59076,16
Conventry_street,1557,342540,59077,27
Mayfair,1338,669000,59078,39
Just_visiting,1338,1338,59079,10
Marlborough_street,1572,220080,59080,18
Free_parking,1676,1676,59081,20
Conventry_street,1558,342760,59082,27
Liverpool_station,1413,353250,59083,35
Go,1396,1396,59084,0
Euston,1359,81540,59085,8
Second_community_chest,1569,1569,59086,17
Free_parking,1677,1677,59087,20
Conventry_street,1559,342980,59088,27
Third_chance,1453,1453,59089,36
First_community_chest,1285,1285,59090,2
Euston,1360,81600,59091,8
Just_visiting,1339,1339,59092,10
Strand,1585,285300,59093,21
Oxford_street,1444,375440,59094,32
Old_kent,1293,25860,59095,1
The_angel_islington,1383,82980,59096,6
Second_community_chest,1570,1570,59097,17
Vine_street,1627,260320,59098,19
Fleet_street,1574,283320,59099,23
Fenchchurch_station,1594,398500,59100,25
Water_works,1616,129280,59101,28
Bond_street,1446,404880,59102,34
Parklane,1420,497000,59103,37
White_chapel,1395,55800,59104,3
Pentoville,1374,109920,59105,9
White_hall,1497,149700,59106,13
Fenchchurch_station,1595,398750,59107,25
Third_chance,1454,1454,59108,36
First_community_chest,1286,1286,59109,2
Income_Tax,1398,2796000,59110,4
Euston,1361,81660,59111,8
Pall_mall,1337,133700,59112,11
Marlborough_street,1573,220220,59113,18
Picadilly,1537,368880,59114,29
Supertax,1323,1323000,59115,38
Euston,1362,81720,59116,8
Marlborough_street,1574,220360,59117,18
Water_works,1617,129360,59118,28
Liverpool_station,1414,353500,59119,35
First_community_chest,1287,1287,59120,2
Electric_company,1527,122160,59121,12
Bow_street,1548,216720,59122,16
Second_chance,1647,1647,59123,22
Fenchchurch_station,1596,399000,59124,25
Water_works,1618,129440,59125,28
Third_community_chest,1449,1449,59126,33
White_chapel,1396,55840,59127,3
The_angel_islington,1384,83040,59128,6
Northhumber,1542,185040,59129,14
Second_chance,1648,1648,59130,22
leicester_square,1601,352220,59131,26
Liverpool_station,1415,353750,59132,35
Supertax,1324,1324000,59133,38
Pentoville,1375,110000,59134,9
Strand,1586,285480,59135,21
Regent_street,1587,412620,59136,31
Third_chance,1455,1455,59137,36
The_angel_islington,1385,83100,59138,6
White_hall,1498,149800,59139,13
Fenchchurch_station,1597,399250,59140,25
Regent_street,1588,412880,59141,31
Third_community_chest,1450,1450,59142,33
First_community_chest,1288,1288,59143,2
Pentoville,1376,110080,59144,9
White_hall,1499,149900,59145,13
Marlborough_street,1575,220500,59146,18
Picadilly,1538,369120,59147,29
Bond_street,1447,405160,59148,34
Third_chance,1456,1456,59149,36
Euston,1363,81780,59150,8
White_hall,1500,150000,59151,13
Bow_street,1549,216860,59152,16
Water_works,1619,129520,59153,28
Go_to_jail,1646,1646,59154,30
White_hall,1501,150100,59155,13
Maryleborne_station,1503,375750,59156,15
Marlborough_street,1576,220640,59157,18
Second_chance,1649,1649,59158,22
Go_to_jail,1647,1647,59159,30
Electric_company,1528,122240,59160,12
Maryleborne_station,1504,376000,59161,15
Free_parking,1678,1678,59162,20
Second_chance,1650,1650,59163,22
Bond_street,1448,405440,59164,34
The_angel_islington,1386,83160,59165,6
Euston,1364,81840,59166,8
Northhumber,1543,185160,59167,14
Vine_street,1628,260480,59168,19
Fenchchurch_station,1598,399500,59169,25
Water_works,1620,129600,59170,28
Regent_street,1589,413140,59171,31
Bond_street,1449,405720,59172,34
Mayfair,1339,669500,59173,39
First_community_chest,1289,1289,59174,2
Pall_mall,1338,133800,59175,11
Second_chance,1651,1651,59176,22
Third_community_chest,1451,1451,59177,33
Liverpool_station,1416,354000,59178,35
Parklane,1421,497350,59179,37
First_chance,1334,1334,59180,7
